Shipment ID,Sales Person,Product,Country,Date,Amount,Boxes,Order Status
S0000-49101,SP17,P22,G1,20-Jun-23,4149,219,Delivered
S0000-49106,SP17,P10,G5,20-Jun-23,3712.5,207,Delivered
S0000-49107,SP17,P13,G2,20-Jun-23,2358,262,Delivered
S0000-49109,SP18,P15,G6,20-Jun-23,1696.5,107,Delivered
S0000-49110,SP18,P13,G6,20-Jun-23,8343,1043,Delivered
S0000-49115,SP19,P11,G2,20-Jun-23,144,12,Delivered
S0000-49116,SP19,P06,G2,20-Jun-23,5688,228,Delivered
S0000-49120,SP19,P07,G2,20-Jun-23,200.25,14,Delivered
S0000-49121,SP20,P19,G6,20-Jun-23,9317.25,359,Delivered
S0000-49122,SP20,P09,G1,20-Jun-23,2655,140,Delivered
S0000-49123,SP20,P09,G3,20-Jun-23,2706.75,160,Delivered
S0000-49127,SP20,P19,G4,20-Jun-23,2630.25,106,Delivered
S0000-49128,SP20,P20,G4,20-Jun-23,10190.25,1020,Delivered
S0000-49129,SP20,P15,G4,20-Jun-23,3771,222,Delivered
S0000-49133,SP20,P02,G4,20-Jun-23,3118.5,165,Delivered
S0000-49137,SP20,P20,G2,20-Jun-23,10532.25,958,Delivered
S0000-49140,SP20,P09,G1,20-Jun-23,2562.75,135,Delivered
S0000-49145,SP20,P15,G3,20-Jun-23,7404.75,436,Delivered
S0000-49148,SP20,P21,G2,20-Jun-23,5638.5,403,Delivered
S0000-49153,SP21,P20,G3,20-Jun-23,8784,676,Delivered
S0000-49158,SP22,P02,G2,20-Jun-23,1311.75,70,Delivered
S0000-49160,SP22,P04,G2,20-Jun-23,9369,1562,Delivered
S0000-49164,SP22,P08,G1,20-Jun-23,11403,951,Delivered
S0000-49168,SP22,P06,G1,20-Jun-23,8622,320,Delivered
S0000-49172,SP22,P22,G1,20-Jun-23,2855.25,168,Delivered
S0000-49173,SP22,P07,G3,20-Jun-23,13101.75,1008,Delivered
S0000-49175,SP23,P14,G2,20-Jun-23,4745.25,339,Delivered
S0000-49179,SP23,P05,G1,20-Jun-23,6504.75,383,Delivered
S0000-49180,SP23,P12,G2,20-Jun-23,5829.75,265,Delivered
S0000-49184,SP23,P18,G4,20-Jun-23,7794,289,Delivered
S0000-49186,SP24,P08,G6,20-Jun-23,12564,1143,Delivered
S0000-49189,SP25,P14,G3,20-Jun-23,1629,96,Delivered
S0000-49192,SP25,P03,G2,20-Jun-23,6320.25,396,Delivered
S0000-49195,SP25,P11,G6,20-Jun-23,9218.25,839,Delivered
S0000-49200,SP25,P21,G1,20-Jun-23,8127,542,Delivered
S0000-49205,SP25,P12,G3,20-Jun-23,11970,545,Delivered
S0000-49210,SP25,P22,G5,20-Jun-23,6621.75,390,Delivered
S0000-49211,SP25,P03,G4,20-Jun-23,110.25,7,Delivered
S0000-49214,SP25,P17,G3,20-Jun-23,3278.25,410,Delivered
S0000-49217,SP25,P13,G1,20-Jun-23,648,81,Delivered
S0000-49222,SP01,P01,G2,21-Jun-23,3546,444,Delivered
S0000-49226,SP01,P10,G4,21-Jun-23,7206.75,555,Delivered
S0000-49227,SP02,P22,G5,21-Jun-23,4108.5,159,Delivered
S0000-49229,SP04,P13,G2,21-Jun-23,472.5,48,Delivered
S0000-49230,SP04,P09,G6,21-Jun-23,231.75,34,Delivered
S0000-49231,SP04,P13,G1,21-Jun-23,3669.75,306,Delivered
S0000-49234,SP05,P03,G1,21-Jun-23,6923.25,495,Delivered
S0000-49235,SP05,P19,G2,21-Jun-23,1179,52,Delivered
S0000-49239,SP05,P20,G2,21-Jun-23,6673.5,334,Delivered
S0000-49243,SP06,P21,G3,21-Jun-23,14067,1279,Delivered
S0000-49244,SP06,P01,G1,21-Jun-23,1233,137,Delivered
S0000-49246,SP06,P20,G1,21-Jun-23,5969.25,332,Delivered
S0000-49250,SP06,P14,G1,21-Jun-23,6212.25,249,Delivered
S0000-49254,SP07,P16,G2,21-Jun-23,5629.5,282,Delivered
S0000-49258,SP07,P15,G6,21-Jun-23,427.5,29,Delivered
S0000-49260,SP07,P20,G1,21-Jun-23,9965.25,499,Delivered
S0000-49262,SP08,P08,G2,21-Jun-23,96.75,14,Delivered
S0000-49266,SP08,P03,G1,21-Jun-23,2106,141,Delivered
S0000-49269,SP08,P08,G5,21-Jun-23,5782.5,723,Delivered
S0000-49270,SP08,P15,G5,21-Jun-23,5728.5,319,Delivered
S0000-49271,SP10,P07,G2,21-Jun-23,5980.5,300,Delivered
S0000-49274,SP11,P20,G2,21-Jun-23,7920,378,Delivered
S0000-49276,SP11,P04,G5,21-Jun-23,3933,303,Delivered
S0000-49277,SP12,P10,G1,21-Jun-23,4817.25,371,Delivered
S0000-49280,SP13,P14,G1,21-Jun-23,10190.25,392,Delivered
S0000-49282,SP14,P10,G4,21-Jun-23,2479.5,191,Delivered
S0000-49285,SP14,P22,G1,21-Jun-23,3843,168,Delivered
S0000-49288,SP14,P04,G4,21-Jun-23,4063.5,370,Delivered
S0000-49290,SP15,P01,G1,21-Jun-23,2380.5,217,Delivered
S0000-49293,SP15,P08,G5,21-Jun-23,6819.75,975,Delivered
S0000-49297,SP15,P20,G2,21-Jun-23,5586.75,295,Delivered
S0000-49300,SP15,P11,G5,21-Jun-23,3627,242,Delivered
S0000-49301,SP16,P22,G5,21-Jun-23,5386.5,208,Delivered
S0000-49305,SP17,P07,G2,21-Jun-23,8534.25,450,Delivered
S0000-49310,SP18,P14,G1,21-Jun-23,11065.5,462,Delivered
S0000-49312,SP18,P16,G1,21-Jun-23,13110.75,691,Delivered
S0000-49315,SP19,P07,G4,21-Jun-23,166.5,9,Delivered
S0000-49319,SP20,P14,G1,21-Jun-23,4410,177,Delivered
S0000-49320,SP20,P15,G5,21-Jun-23,1028.25,58,Delivered
S0000-49323,SP21,P07,G5,21-Jun-23,1446.75,77,Delivered
S0000-49325,SP21,P19,G5,21-Jun-23,12435.75,519,Delivered
S0000-49330,SP21,P15,G6,21-Jun-23,3442.5,203,Delivered
S0000-49333,SP22,P19,G1,21-Jun-23,11277,470,Delivered
S0000-49334,SP22,P03,G5,21-Jun-23,3298.5,236,Delivered
S0000-49337,SP22,P20,G4,21-Jun-23,4268.25,238,Delivered
S0000-49340,SP23,P09,G2,21-Jun-23,1077.75,135,Delivered
S0000-49342,SP23,P15,G5,21-Jun-23,3368.25,188,Delivered
S0000-49343,SP25,P11,G1,21-Jun-23,6543,437,Delivered
S0000-49348,SP25,P17,G5,21-Jun-23,5422.5,201,Delivered
S0000-49351,SP25,P19,G5,21-Jun-23,1406.25,57,Delivered
S0000-49352,SP25,P11,G4,21-Jun-23,13290.75,1023,Delivered
S0000-49354,SP01,P18,G1,21-Jun-23,3118.5,125,Delivered
S0000-49357,SP01,P11,G2,21-Jun-23,1667.25,139,Delivered
S0000-49359,SP03,P15,G2,21-Jun-23,1694.25,106,Delivered
S0000-49363,SP03,P08,G6,21-Jun-23,16168.5,1470,Delivered
S0000-49364,SP04,P01,G2,21-Jun-23,8230.5,915,Delivered
S0000-49366,SP04,P19,G3,21-Jun-23,3123,121,Delivered
S0000-49369,SP04,P05,G6,21-Jun-23,1696.5,122,Delivered
S0000-49373,SP06,P13,G3,21-Jun-23,3503.25,584,Delivered
S0000-49376,SP06,P13,G2,21-Jun-23,19737,2468,Delivered
S0000-49380,SP06,P15,G6,21-Jun-23,3206.25,201,Delivered
S0000-49382,SP06,P07,G4,21-Jun-23,13473,899,Delivered
S0000-49383,SP07,P15,G4,21-Jun-23,1125,71,Delivered
S0000-49385,SP07,P11,G4,21-Jun-23,5145.75,396,Delivered
S0000-49390,SP08,P14,G1,21-Jun-23,4716,295,Delivered
S0000-49394,SP08,P05,G6,21-Jun-23,8707.5,545,Delivered
S0000-49397,SP08,P13,G2,21-Jun-23,3618,453,Delivered
S0000-49402,SP08,P06,G5,21-Jun-23,1446.75,54,Delivered
S0000-49403,SP08,P08,G5,21-Jun-23,4614.75,330,Delivered
S0000-49406,SP09,P08,G6,21-Jun-23,2355.75,169,Delivered
S0000-49408,SP09,P08,G2,21-Jun-23,2346.75,168,Delivered
S0000-49409,SP10,P12,G3,21-Jun-23,4146.75,219,Delivered
S0000-49414,SP11,P03,G5,21-Jun-23,5996.25,375,Delivered
S0000-49419,SP11,P11,G6,21-Jun-23,5141.25,396,Delivered
S0000-49423,SP12,P21,G5,21-Jun-23,1725.75,124,Delivered
S0000-49427,SP12,P02,G4,21-Jun-23,4095,216,Delivered
S0000-49432,SP12,P06,G5,21-Jun-23,927,35,Delivered
S0000-49433,SP12,P17,G6,21-Jun-23,1390.5,174,Delivered
S0000-49435,SP14,P06,G2,21-Jun-23,4596.75,184,Delivered
S0000-49439,SP15,P06,G2,21-Jun-23,2409.75,87,Delivered
S0000-49441,SP16,P18,G6,21-Jun-23,7877.25,329,Delivered
S0000-49444,SP16,P10,G6,21-Jun-23,5940,313,Delivered
S0000-49448,SP16,P19,G1,21-Jun-23,7434,286,Delivered
S0000-49450,SP16,P05,G1,21-Jun-23,9279,663,Delivered
S0000-49452,SP17,P19,G3,21-Jun-23,7348.5,294,Delivered
S0000-49457,SP17,P12,G4,21-Jun-23,8226,374,Delivered
S0000-49460,SP17,P21,G1,21-Jun-23,4880.25,306,Cancelled
S0000-49462,SP19,P22,G4,21-Jun-23,1109.25,66,Delivered
S0000-49466,SP19,P07,G1,21-Jun-23,7229.25,517,Delivered
S0000-49468,SP19,P06,G1,21-Jun-23,2902.5,104,Delivered
S0000-49469,SP19,P19,G2,21-Jun-23,3422.25,149,Cancelled
S0000-49471,SP20,P11,G5,21-Jun-23,9130.5,703,Delivered
S0000-49473,SP20,P17,G2,21-Jun-23,11405.25,1426,Delivered
S0000-49474,SP20,P11,G1,21-Jun-23,3692.25,285,Cancelled
S0000-49476,SP20,P12,G4,21-Jun-23,5474.25,249,Delivered
S0000-49481,SP20,P16,G2,21-Jun-23,7767,971,Delivered
S0000-49485,SP21,P14,G6,21-Jun-23,337.5,25,Delivered
S0000-49490,SP22,P10,G1,21-Jun-23,4677.75,260,Delivered
S0000-49495,SP22,P07,G2,21-Jun-23,8145,510,Delivered
S0000-49498,SP23,P21,G5,21-Jun-23,724.5,52,Delivered
S0000-49503,SP23,P04,G4,21-Jun-23,9427.5,1572,Delivered
S0000-49504,SP25,P15,G5,21-Jun-23,5357.25,358,Delivered
S0000-49509,SP25,P17,G5,21-Jun-23,4513.5,753,Delivered
S0000-49511,SP25,P15,G3,21-Jun-23,1865.25,117,Delivered
S0000-49513,SP25,P21,G1,21-Jun-23,9686.25,692,Delivered
S0000-49515,SP25,P19,G4,21-Jun-23,1469.25,59,Delivered
S0000-49517,SP25,P22,G3,21-Jun-23,5508,276,Delivered
S0000-49519,SP01,P08,G5,22-Jun-23,474.75,60,Delivered
S0000-49524,SP01,P19,G4,22-Jun-23,9094.5,379,Delivered
S0000-49526,SP02,P06,G4,22-Jun-23,954,69,Delivered
S0000-49530,SP03,P08,G2,22-Jun-23,4419,553,Delivered
S0000-49533,SP04,P19,G4,22-Jun-23,1167.75,49,Delivered
S0000-49538,SP06,P09,G4,22-Jun-23,11592,1656,Delivered
S0000-49539,SP06,P05,G6,22-Jun-23,1266.75,71,Delivered
S0000-49540,SP06,P20,G3,22-Jun-23,344.25,17,Delivered
S0000-49544,SP06,P05,G1,22-Jun-23,1217.25,77,Delivered
S0000-49549,SP06,P20,G5,22-Jun-23,1413,75,Delivered
S0000-49551,SP07,P17,G4,22-Jun-23,8473.5,339,Delivered
S0000-49553,SP07,P09,G2,22-Jun-23,398.25,57,Delivered
S0000-49558,SP07,P08,G5,22-Jun-23,1941.75,389,Delivered
S0000-49562,SP07,P01,G5,22-Jun-23,2299.5,256,Delivered
S0000-49563,SP07,P10,G5,22-Jun-23,7690.5,592,Delivered
S0000-49566,SP07,P15,G1,22-Jun-23,639,40,Delivered
S0000-49570,SP07,P14,G2,22-Jun-23,1125,44,Delivered
S0000-49572,SP07,P15,G1,22-Jun-23,3723.75,233,Delivered
S0000-49575,SP08,P16,G1,22-Jun-23,3528,177,Delivered
S0000-49580,SP09,P15,G4,22-Jun-23,841.5,50,Delivered
S0000-49584,SP09,P06,G1,22-Jun-23,2063.25,148,Delivered
S0000-49585,SP09,P17,G1,22-Jun-23,4952.25,184,Delivered
S0000-49590,SP09,P05,G2,22-Jun-23,3539.25,187,Delivered
S0000-49594,SP09,P16,G5,22-Jun-23,1311.75,66,Delivered
S0000-49596,SP10,P19,G5,22-Jun-23,1707.75,75,Delivered
S0000-49600,SP11,P01,G2,22-Jun-23,1089,121,Delivered
S0000-49601,SP11,P03,G4,22-Jun-23,1559.25,98,Delivered
S0000-49602,SP11,P22,G5,22-Jun-23,7521.75,328,Delivered
S0000-49604,SP11,P15,G5,22-Jun-23,3408.75,190,Delivered
S0000-49607,SP11,P18,G5,22-Jun-23,6651,238,Delivered
S0000-49608,SP12,P07,G4,22-Jun-23,2819.25,157,Delivered
S0000-49610,SP12,P21,G4,22-Jun-23,3296.25,275,Delivered
S0000-49612,SP13,P04,G2,22-Jun-23,6189.75,516,Delivered
S0000-49617,SP14,P06,G5,22-Jun-23,3327.75,208,Delivered
S0000-49619,SP14,P03,G5,22-Jun-23,9972,713,Delivered
S0000-49622,SP15,P18,G3,22-Jun-23,10557,407,Delivered
S0000-49623,SP15,P15,G1,22-Jun-23,1244.25,83,Delivered
S0000-49624,SP15,P19,G5,22-Jun-23,7830,302,Delivered
S0000-49626,SP15,P04,G4,22-Jun-23,708.75,51,Delivered
S0000-49629,SP15,P17,G2,22-Jun-23,949.5,38,Delivered
S0000-49631,SP16,P04,G4,22-Jun-23,9272.25,714,Delivered
S0000-49636,SP16,P04,G5,22-Jun-23,7085.25,645,Delivered
S0000-49639,SP16,P01,G1,22-Jun-23,7611.75,952,Delivered
S0000-49641,SP17,P17,G1,22-Jun-23,9445.5,394,Delivered
S0000-49645,SP17,P15,G5,22-Jun-23,2261.25,134,Delivered
S0000-49648,SP18,P16,G6,22-Jun-23,8266.5,376,Delivered
S0000-49651,SP18,P16,G1,22-Jun-23,5292,265,Delivered
S0000-49652,SP18,P14,G4,22-Jun-23,1984.5,83,Delivered
S0000-49654,SP19,P08,G5,22-Jun-23,4491,899,Delivered
S0000-49659,SP19,P14,G1,22-Jun-23,9155.25,353,Delivered
S0000-49661,SP19,P21,G4,22-Jun-23,823.5,59,Delivered
S0000-49664,SP19,P07,G3,22-Jun-23,4401,232,Delivered
S0000-49666,SP20,P16,G1,22-Jun-23,7132.5,357,Delivered
S0000-49668,SP20,P13,G4,22-Jun-23,7069.5,643,Cancelled
S0000-49669,SP20,P14,G5,22-Jun-23,1323,56,Delivered
S0000-49672,SP21,P16,G5,22-Jun-23,7692.75,405,Delivered
S0000-49673,SP21,P05,G4,22-Jun-23,4603.5,288,Delivered
S0000-49677,SP21,P18,G1,22-Jun-23,11587.5,464,Delivered
S0000-49680,SP22,P22,G1,22-Jun-23,5492.25,239,Delivered
S0000-49684,SP22,P11,G5,22-Jun-23,5764.5,481,Delivered
S0000-49688,SP22,P01,G1,22-Jun-23,12460.5,1133,Delivered
S0000-49691,SP22,P16,G1,22-Jun-23,10602,558,Delivered
S0000-49693,SP22,P18,G4,22-Jun-23,9360,375,Cancelled
S0000-49695,SP22,P16,G2,22-Jun-23,2634.75,120,Cancelled
S0000-49696,SP22,P21,G1,22-Jun-23,911.25,83,Delivered
S0000-49701,SP22,P02,G3,22-Jun-23,1802.25,76,Delivered
S0000-49705,SP22,P09,G5,22-Jun-23,1849.5,206,Delivered
S0000-49708,SP23,P20,G4,22-Jun-23,10703.25,595,Delivered
S0000-49710,SP24,P21,G1,22-Jun-23,4311,332,Delivered
S0000-49711,SP24,P03,G6,22-Jun-23,11970,705,Delivered
S0000-49713,SP24,P08,G6,22-Jun-23,13711.5,1959,Delivered
S0000-49715,SP24,P22,G5,22-Jun-23,5688,248,Delivered
S0000-49720,SP25,P04,G4,22-Jun-23,7890.75,607,Delivered
S0000-49725,SP25,P18,G4,22-Jun-23,8228.25,294,Delivered
S0000-49727,SP25,P20,G6,22-Jun-23,2650.5,133,Delivered
S0000-49732,SP25,P12,G5,22-Jun-23,15048,558,Delivered
S0000-49735,SP01,P13,G3,22-Jun-23,3114,346,Cancelled
S0000-49739,SP03,P19,G1,22-Jun-23,5820.75,254,Delivered
S0000-49740,SP03,P05,G3,22-Jun-23,7123.5,446,Delivered
S0000-49745,SP04,P05,G1,22-Jun-23,2571.75,172,Delivered
S0000-49748,SP04,P13,G1,22-Jun-23,2076.75,297,Delivered
S0000-49753,SP04,P15,G1,22-Jun-23,8221.5,549,Delivered
S0000-49755,SP05,P19,G6,22-Jun-23,7854.75,328,Delivered
S0000-49759,SP05,P17,G1,22-Jun-23,10336.5,1149,Delivered
S0000-49762,SP05,P13,G3,22-Jun-23,8797.5,1257,Delivered
S0000-49763,SP05,P11,G3,22-Jun-23,4520.25,377,Delivered
S0000-49768,SP06,P16,G2,22-Jun-23,443.25,74,Delivered
S0000-49772,SP06,P21,G4,22-Jun-23,5955.75,426,Delivered
S0000-49777,SP07,P05,G2,22-Jun-23,11236.5,661,Delivered
S0000-49782,SP07,P02,G3,22-Jun-23,5712.75,286,Delivered
S0000-49784,SP08,P13,G2,22-Jun-23,14476.5,1810,Delivered
S0000-49785,SP08,P14,G3,22-Jun-23,8959.5,640,Delivered
S0000-49790,SP08,P11,G2,22-Jun-23,4668.75,425,Delivered
S0000-49795,SP08,P11,G3,22-Jun-23,330.75,34,Delivered
S0000-49799,SP09,P06,G6,22-Jun-23,3541.5,137,Delivered
S0000-49802,SP10,P14,G3,22-Jun-23,4491,300,Delivered
S0000-49807,SP10,P10,G5,22-Jun-23,4018.5,224,Delivered
S0000-49808,SP11,P04,G3,22-Jun-23,9144,1524,Delivered
S0000-49813,SP11,P21,G2,22-Jun-23,3694.5,285,Delivered
S0000-49814,SP11,P17,G4,22-Jun-23,4646.25,517,Delivered
S0000-49817,SP11,P17,G2,22-Jun-23,8970.75,1282,Delivered
S0000-49819,SP12,P18,G6,22-Jun-23,3564,132,Delivered
S0000-49822,SP12,P03,G6,22-Jun-23,765,45,Cancelled
S0000-49823,SP12,P19,G6,22-Jun-23,270,11,Delivered
S0000-49826,SP12,P08,G2,22-Jun-23,13110.75,1093,Delivered
S0000-49830,SP13,P03,G3,22-Jun-23,8408.25,468,Delivered
S0000-49833,SP15,P07,G6,22-Jun-23,8838,632,Delivered
S0000-49835,SP15,P22,G2,22-Jun-23,4977,277,Delivered
S0000-49836,SP15,P03,G6,22-Jun-23,5809.5,306,Delivered
S0000-49840,SP15,P01,G2,22-Jun-23,2270.25,207,Delivered
S0000-49845,SP16,P17,G2,22-Jun-23,8835.75,1473,Delivered
S0000-49849,SP16,P18,G2,22-Jun-23,5051.25,211,Delivered
S0000-49851,SP16,P05,G2,22-Jun-23,8667,510,Delivered
S0000-49856,SP17,P15,G3,22-Jun-23,306,17,Delivered
S0000-49857,SP17,P05,G4,22-Jun-23,13810.5,864,Delivered
S0000-49861,SP18,P15,G6,22-Jun-23,5008.5,334,Delivered
S0000-49864,SP18,P11,G5,22-Jun-23,2259,189,Delivered
S0000-49865,SP19,P11,G4,22-Jun-23,2634.75,220,Delivered
S0000-49866,SP19,P04,G2,22-Jun-23,6653.25,832,Delivered
S0000-49867,SP20,P06,G2,22-Jun-23,6671.25,248,Delivered
S0000-49871,SP20,P12,G4,22-Jun-23,9686.25,485,Delivered
S0000-49875,SP21,P02,G6,22-Jun-23,2299.5,136,Delivered
S0000-49876,SP22,P18,G2,22-Jun-23,2353.5,88,Delivered
S0000-49878,SP22,P07,G4,22-Jun-23,274.5,22,Delivered
S0000-49879,SP22,P08,G2,22-Jun-23,13965.75,1075,Delivered
S0000-49884,SP22,P02,G1,22-Jun-23,522,31,Delivered
S0000-49889,SP23,P15,G5,22-Jun-23,4169.25,261,Delivered
S0000-49890,SP23,P04,G2,22-Jun-23,8073,1154,Delivered
S0000-49893,SP23,P22,G2,22-Jun-23,4155.75,245,Delivered
S0000-49895,SP24,P20,G2,22-Jun-23,12177,937,Delivered
S0000-49898,SP25,P21,G3,22-Jun-23,1840.5,132,Delivered
S0000-49902,SP25,P21,G6,22-Jun-23,4371.75,337,Delivered
S0000-49903,SP25,P03,G6,22-Jun-23,5809.5,323,Delivered
S0000-49906,SP25,P17,G1,22-Jun-23,1127.25,141,Delivered
S0000-49907,SP25,P21,G1,22-Jun-23,6068.25,405,Delivered
S0000-49912,SP25,P07,G5,22-Jun-23,8640,618,Delivered
S0000-49915,SP01,P09,G5,23-Jun-23,7339.5,1049,Delivered
S0000-49919,SP01,P16,G3,23-Jun-23,8667,434,Delivered
S0000-49923,SP02,P21,G2,23-Jun-23,5064.75,390,Delivered
S0000-49925,SP04,P22,G5,23-Jun-23,7062.75,272,Delivered
S0000-49928,SP04,P06,G2,23-Jun-23,1343.25,90,Delivered
S0000-49930,SP04,P04,G2,23-Jun-23,2857.5,205,Delivered
S0000-49935,SP04,P22,G6,23-Jun-23,6309,263,Delivered
S0000-49938,SP06,P16,G5,23-Jun-23,7285.5,384,Delivered
S0000-49941,SP06,P22,G2,23-Jun-23,4365,182,Delivered
S0000-49946,SP06,P17,G1,23-Jun-23,1509.75,63,Delivered
S0000-49947,SP06,P16,G1,23-Jun-23,1026,47,Delivered
S0000-49949,SP06,P06,G2,23-Jun-23,9823.5,756,Delivered
S0000-49952,SP06,P02,G6,23-Jun-23,1395,59,Delivered
S0000-49956,SP07,P03,G1,23-Jun-23,11162.25,745,Delivered
S0000-49959,SP07,P01,G1,23-Jun-23,7861.5,874,Delivered
S0000-49964,SP07,P04,G4,23-Jun-23,7427.25,531,Delivered
S0000-49967,SP07,P16,G4,23-Jun-23,4477.5,214,Delivered
S0000-49970,SP07,P12,G1,23-Jun-23,3953.25,142,Delivered
S0000-49972,SP07,P06,G5,23-Jun-23,12552.75,897,Delivered
S0000-49976,SP07,P10,G1,23-Jun-23,8291.25,691,Delivered
S0000-49977,SP07,P12,G5,23-Jun-23,9450,338,Cancelled
S0000-49978,SP08,P14,G1,23-Jun-23,1368,57,Delivered
S0000-49981,SP08,P15,G5,23-Jun-23,992.25,63,Delivered
S0000-49985,SP08,P17,G3,23-Jun-23,3087,124,Cancelled
S0000-49990,SP08,P15,G1,23-Jun-23,360,20,Delivered
S0000-49994,SP08,P22,G1,23-Jun-23,6804,273,Delivered
S0000-49995,SP09,P16,G3,23-Jun-23,12910.5,587,Delivered
S0000-50000,SP09,P05,G6,23-Jun-23,9274.5,489,Delivered
S0000-50002,SP09,P13,G4,23-Jun-23,8336.25,642,Delivered
S0000-50005,SP09,P11,G4,23-Jun-23,3870,323,Delivered
S0000-50007,SP09,P13,G5,23-Jun-23,9747,750,Delivered
S0000-50011,SP09,P21,G3,23-Jun-23,3291.75,254,Delivered
S0000-50016,SP10,P08,G4,23-Jun-23,4648.5,665,Delivered
S0000-50017,SP10,P22,G1,23-Jun-23,4054.5,163,Delivered
S0000-50021,SP11,P08,G4,23-Jun-23,308.25,45,Delivered
S0000-50023,SP11,P12,G3,23-Jun-23,13785.75,552,Delivered
S0000-50026,SP11,P11,G5,23-Jun-23,7620.75,587,Delivered
S0000-50028,SP11,P22,G2,23-Jun-23,6464.25,282,Delivered
S0000-50031,SP11,P13,G2,23-Jun-23,5530.5,461,Delivered
S0000-50035,SP11,P02,G4,23-Jun-23,8833.5,421,Delivered
S0000-50038,SP13,P20,G1,23-Jun-23,587.25,30,Delivered
S0000-50043,SP13,P04,G5,23-Jun-23,3116.25,240,Delivered
S0000-50047,SP13,P07,G6,23-Jun-23,5152.5,258,Delivered
S0000-50051,SP14,P01,G4,23-Jun-23,5361.75,488,Delivered
S0000-50055,SP14,P03,G4,23-Jun-23,7542,444,Delivered
S0000-50057,SP14,P16,G3,23-Jun-23,2731.5,131,Delivered
S0000-50061,SP14,P03,G3,23-Jun-23,1662.75,98,Delivered
S0000-50065,SP14,P08,G1,23-Jun-23,4542.75,568,Delivered
S0000-50067,SP15,P21,G2,23-Jun-23,7364.25,527,Delivered
S0000-50070,SP15,P14,G1,23-Jun-23,184.5,8,Delivered
S0000-50071,SP15,P16,G4,23-Jun-23,8453.25,385,Delivered
S0000-50074,SP15,P05,G5,23-Jun-23,5557.5,293,Delivered
S0000-50075,SP16,P06,G1,23-Jun-23,2400.75,151,Delivered
S0000-50079,SP16,P11,G1,23-Jun-23,204.75,14,Delivered
S0000-50082,SP18,P10,G6,23-Jun-23,9231.75,711,Delivered
S0000-50086,SP18,P20,G5,23-Jun-23,7121.25,340,Delivered
S0000-50091,SP18,P09,G5,23-Jun-23,157.5,18,Delivered
S0000-50094,SP18,P05,G5,23-Jun-23,14800.5,926,Delivered
S0000-50096,SP19,P17,G4,23-Jun-23,10534.5,422,Delivered
S0000-50100,SP19,P08,G1,23-Jun-23,2621.25,525,Delivered
S0000-50103,SP19,P12,G1,23-Jun-23,6498,250,Delivered
S0000-50106,SP19,P07,G1,23-Jun-23,8714.25,459,Delivered
S0000-50107,SP20,P14,G4,23-Jun-23,6630.75,266,Delivered
S0000-50108,SP20,P15,G1,23-Jun-23,1397.25,94,Cancelled
S0000-50110,SP20,P13,G1,23-Jun-23,8241.75,825,Delivered
S0000-50114,SP20,P16,G1,23-Jun-23,9873,471,Delivered
S0000-50117,SP20,P16,G2,23-Jun-23,9819,447,Delivered
S0000-50120,SP20,P16,G5,23-Jun-23,6909.75,364,Delivered
S0000-50122,SP21,P17,G2,23-Jun-23,4491,188,Delivered
S0000-50124,SP21,P18,G6,23-Jun-23,7512.75,289,Delivered
S0000-50129,SP21,P20,G6,23-Jun-23,4376.25,231,Delivered
S0000-50132,SP21,P01,G2,23-Jun-23,7382.25,923,Delivered
S0000-50134,SP21,P16,G6,23-Jun-23,5526,291,Delivered
S0000-50136,SP22,P08,G1,23-Jun-23,8302.5,1384,Delivered
S0000-50141,SP22,P20,G1,23-Jun-23,6720.75,321,Delivered
S0000-50144,SP22,P06,G2,23-Jun-23,4628.25,357,Delivered
S0000-50147,SP22,P06,G5,23-Jun-23,895.5,60,Delivered
S0000-50148,SP22,P22,G2,23-Jun-23,2245.5,98,Delivered
S0000-50150,SP22,P10,G1,23-Jun-23,7008.75,501,Delivered
S0000-50152,SP22,P22,G1,23-Jun-23,5010.75,193,Delivered
S0000-50153,SP22,P20,G1,23-Jun-23,7542,378,Delivered
S0000-50154,SP22,P19,G5,23-Jun-23,42.75,2,Delivered
S0000-50158,SP22,P11,G3,23-Jun-23,1716.75,123,Delivered
S0000-50159,SP23,P20,G5,23-Jun-23,1872,90,Cancelled
S0000-50164,SP23,P09,G5,23-Jun-23,13401,2234,Delivered
S0000-50167,SP23,P20,G4,23-Jun-23,4704.75,262,Delivered
S0000-50172,SP23,P16,G4,23-Jun-23,13293,633,Delivered
S0000-50173,SP23,P18,G1,23-Jun-23,7357.5,263,Delivered
S0000-50176,SP23,P13,G5,23-Jun-23,1545.75,155,Delivered
S0000-50178,SP24,P16,G5,23-Jun-23,10858.5,518,Delivered
S0000-50181,SP24,P11,G2,23-Jun-23,2792.25,233,Delivered
S0000-50183,SP24,P05,G4,23-Jun-23,7173,399,Delivered
S0000-50187,SP24,P22,G5,23-Jun-23,4864.5,195,Delivered
S0000-50190,SP25,P07,G5,23-Jun-23,920.25,49,Delivered
S0000-50191,SP25,P17,G2,23-Jun-23,900,35,Delivered
S0000-50193,SP25,P06,G1,23-Jun-23,1424.25,95,Delivered
S0000-50194,SP25,P10,G5,23-Jun-23,9663.75,691,Delivered
S0000-50197,SP25,P15,G4,23-Jun-23,693,39,Delivered
S0000-50201,SP25,P22,G3,23-Jun-23,3303,133,Delivered
S0000-50202,SP25,P04,G6,23-Jun-23,10143,846,Delivered
